precinct_id,county,precinct_name,precinct_number,ward,polling_location_ids,source,INTERNAL_notes
330730008,OWYHEE,99,99,,440730008,Idaho Elections Division,
330730009,OWYHEE,5,5,,440730009,Idaho Elections Division,
330730010,OWYHEE,7,7,,440730009,Idaho Elections Division,
330730011,OWYHEE,11,11,,440730010,Idaho Elections Division,
330730012,OWYHEE,12,12,,440730011,Idaho Elections Division,
330730013,OWYHEE,8,8,,440730012,Idaho Elections Division,
330750001,PAYETTE,5,5,,440750001,Idaho Elections Division,
330750002,PAYETTE,6,6,,440750002,Idaho Elections Division,
330750003,PAYETTE,7,7,,440750003,Idaho Elections Division,
330750004,PAYETTE,10,10,,440750004,Idaho Elections Division,
330750005,PAYETTE,8,8,,440750005,Idaho Elections Division,
330750006,PAYETTE,9,9,,440750006,Idaho Elections Division,
330750007,PAYETTE,1,1,,440750007,Idaho Elections Division,
330750008,PAYETTE,2,2,,440750008,Idaho Elections Division,
330750009,PAYETTE,3,3,,440750009,Idaho Elections Division,
330750010,PAYETTE,4,4,,440750010,Idaho Elections Division,
330770001,POWER,2,2,,440770001,Idaho Elections Division,
330770002,POWER,1,1,,440770002,Idaho Elections Division,
330770003,POWER,3,3,,440770003,Idaho Elections Division,
330770004,POWER,5,5,,440770004,Idaho Elections Division,
330770005,POWER,6,6,,440770005,Idaho Elections Division,
330770006,POWER,4,4,,440770006,Idaho Elections Division,
330790001,SHOSHONE,6,6,,440790001,Idaho Elections Division,
330790002,SHOSHONE,10,10,,440790002,Idaho Elections Division,
330790003,SHOSHONE,2,2,,440790003,Idaho Elections Division,
330790004,SHOSHONE,1,1,,440790004,Idaho Elections Division,
330790005,SHOSHONE,5,5,,440790005,Idaho Elections Division,
330790006,SHOSHONE,9,9,,440790006,Idaho Elections Division,
330790007,SHOSHONE,4,4,,440790007,Idaho Elections Division,
330790008,SHOSHONE,8,8,,440790008,Idaho Elections Division,
330790009,SHOSHONE,7,7,,440790009,Idaho Elections Division,
330790010,SHOSHONE,11,11,,440790009,Idaho Elections Division,
330790011,SHOSHONE,12,12,,440790009,Idaho Elections Division,
330790012,SHOSHONE,13,13,,440790009,Idaho Elections Division,
330790013,SHOSHONE,3,3,,440790010,Idaho Elections Division,
330810001,TETON,3,3,,440810001,Idaho Elections Division,
330810002,TETON,4,4,,440810001,Idaho Elections Division,
330810003,TETON,2,2,,440810002,Idaho Elections Division,
330810004,TETON,5,5,,440810002,Idaho Elections Division,
330810005,TETON,1,1,,440810003,Idaho Elections Division,
330810006,TETON,6,6,,440810004,Idaho Elections Division,
330810007,TETON,7,7,,440810004,Idaho Elections Division,
330830001,TWIN FALLS,DE001,DE001,,440830001,Idaho Elections Division,
330830002,TWIN FALLS,XDE01,XDE01,,440830001,Idaho Elections Division,
330830003,TWIN FALLS,BU001,BU001,,440830002,Idaho Elections Division,
330830004,TWIN FALLS,BU002,BU002,,440830002,Idaho Elections Division,
330830005,TWIN FALLS,XBU01,XBU01,,440830002,Idaho Elections Division,
330830006,TWIN FALLS,XBU02,XBU02,,440830002,Idaho Elections Division,
330830007,TWIN FALLS,BU003,BU003,,440830003,Idaho Elections Division,
330830008,TWIN FALLS,BU004,BU004,,440830003,Idaho Elections Division,
330830009,TWIN FALLS,BU005,BU005,,440830003,Idaho Elections Division,
330830010,TWIN FALLS,XBU03,XBU03,,440830003,Idaho Elections Division,
330830011,TWIN FALLS,XBU04,XBU04,,440830003,Idaho Elections Division,
330830012,TWIN FALLS,XBU05,XBU05,,440830003,Idaho Elections Division,
330830013,TWIN FALLS,XBU06,XBU06,,440830003,Idaho Elections Division,
330830014,TWIN FALLS,XBU07,XBU07,,440830003,Idaho Elections Division,
330830015,TWIN FALLS,CA001,CA001,,440830004,Idaho Elections Division,
330830016,TWIN FALLS,XCA01,XCA01,,440830004,Idaho Elections Division,
330830017,TWIN FALLS,FI001,FI001,,440830005,Idaho Elections Division,
330830018,TWIN FALLS,FI002,FI002,,440830005,Idaho Elections Division,
330830019,TWIN FALLS,FI003,FI003,,440830005,Idaho Elections Division,
330830020,TWIN FALLS,MA001,MA001,,440830005,Idaho Elections Division,
330830021,TWIN FALLS,XFI01,XFI01,,440830005,Idaho Elections Division,
330830022,TWIN FALLS,XFI02,XFI02,,440830005,Idaho Elections Division,
330830023,TWIN FALLS,XFI03,XFI03,,440830005,Idaho Elections Division,
330830024,TWIN FALLS,XMA01,XMA01,,440830005,Idaho Elections Division,
330830025,TWIN FALLS,HA001,HA001,,440830006,Idaho Elections Division,
330830026,TWIN FALLS,XHA01,XHA01,,440830006,Idaho Elections Division,
330830027,TWIN FALLS,HO001,HO001,,440830007,Idaho Elections Division,
330830028,TWIN FALLS,XHO01,XHO01,,440830007,Idaho Elections Division,
330830029,TWIN FALLS,KI002,KI002,,440830008,Idaho Elections Division,
330830030,TWIN FALLS,KI004,KI004,,440830008,Idaho Elections Division,
330830031,TWIN FALLS,XKI02,XKI02,,440830008,Idaho Elections Division,
330830032,TWIN FALLS,XKI04,XKI04,,440830008,Idaho Elections Division,
330830033,TWIN FALLS,KI001,KI001,,440830009,Idaho Elections Division,
330830034,TWIN FALLS,KI003,KI003,,440830009,Idaho Elections Division,
330830035,TWIN FALLS,XKI01,XKI01,,440830009,Idaho Elections Division,
330830036,TWIN FALLS,XKI03,XKI03,,440830009,Idaho Elections Division,
330830037,TWIN FALLS,MU001,MU001,,440830010,Idaho Elections Division,
330830038,TWIN FALLS,XMU01,XMU01,,440830010,Idaho Elections Division,
330830039,TWIN FALLS,TF022,TF022,,440830011,Idaho Elections Division,
330830040,TWIN FALLS,TF023,TF023,,440830011,Idaho Elections Division,
330830041,TWIN FALLS,TF024,TF024,,440830011,Idaho Elections Division,
330830042,TWIN FALLS,XOT25,XOT25,,440830011,Idaho Elections Division,
330830043,TWIN FALLS,TF003,TF003,,440830012,Idaho Elections Division,
330830044,TWIN FALLS,TF004,TF004,,440830012,Idaho Elections Division,
330830045,TWIN FALLS,TF013,TF013,,440830013,Idaho Elections Division,
330830046,TWIN FALLS,TF014,TF014,,440830013,Idaho Elections Division,
330830047,TWIN FALLS,TF025,TF025,,440830013,Idaho Elections Division,
330830048,TWIN FALLS,TF026,TF026,,440830013,Idaho Elections Division,
330830049,TWIN FALLS,XOT21,XOT21,,440830013,Idaho Elections Division,
330830050,TWIN FALLS,XOT22,XOT22,,440830013,Idaho Elections Division,
330830051,TWIN FALLS,XTF06,XTF06,,440830012,Idaho Elections Division,
330830052,TWIN FALLS,XTF07,XTF07,,440830012,Idaho Elections Division,
330830053,TWIN FALLS,XTF08,XTF08,,440830012,Idaho Elections Division,
330830054,TWIN FALLS,XTF09,XTF09,,440830012,Idaho Elections Division,
330830055,TWIN FALLS,XTF18,XTF18,,440830013,Idaho Elections Division,
330830056,TWIN FALLS,TF017,TF017,,440830014,Idaho Elections Division,
330830057,TWIN FALLS,TF018,TF018,,440830014,Idaho Elections Division,
330830058,TWIN FALLS,TF010,TF010,,440830015,Idaho Elections Division,
330830059,TWIN FALLS,TF011,TF011,,440830015,Idaho Elections Division,
330830060,TWIN FALLS,XTF10,XTF10,,440830015,Idaho Elections Division,
330830061,TWIN FALLS,XTF12,XTF12,,440830015,Idaho Elections Division,
330830062,TWIN FALLS,XTF14,XTF14,,440830015,Idaho Elections Division,
330830063,TWIN FALLS,TF005,TF005,,440830016,Idaho Elections Division,
330830064,TWIN FALLS,TF006,TF006,,440830016,Idaho Elections Division,
330830065,TWIN FALLS,XTF11,XTF11,,440830016,Idaho Elections Division,
330830066,TWIN FALLS,XTF13,XTF13,,440830016,Idaho Elections Division,
330830067,TWIN FALLS,TF015,TF015,,440830017,Idaho Elections Division,
330830068,TWIN FALLS,TF016,TF016,,440830017,Idaho Elections Division,
330830069,TWIN FALLS,XOT23,XOT23,,440830017,Idaho Elections Division,
330830070,TWIN FALLS,XTF20,XTF20,,440830017,Idaho Elections Division,
330830071,TWIN FALLS,TF008,TF008,,440830018,Idaho Elections Division,
330830072,TWIN FALLS,TF012,TF012,,440830018,Idaho Elections Division,
330830073,TWIN FALLS,XTF15,XTF15,,440830018,Idaho Elections Division,
330830074,TWIN FALLS,TF001,TF001,,440830019,Idaho Elections Division,
330830075,TWIN FALLS,XTF01,XTF01,,440830019,Idaho Elections Division,
330830076,TWIN FALLS,TF002,TF002,,440830020,Idaho Elections Division,
330830077,TWIN FALLS,XTF02,XTF02,,440830020,Idaho Elections Division,
330830078,TWIN FALLS,TF019,TF019,,440830021,Idaho Elections Division,
330830079,TWIN FALLS,TF020,TF020,,440830021,Idaho Elections Division,
330830080,TWIN FALLS,TF021,TF021,,440830021,Idaho Elections Division,
330830081,TWIN FALLS,XOT24,XOT24,,440830021,Idaho Elections Division,
330830082,TWIN FALLS,XTF05,XTF05,,440830021,Idaho Elections Division,
330830083,TWIN FALLS,TF007,TF007,,440830022,Idaho Elections Division,
330830084,TWIN FALLS,TF009,TF009,,440830022,Idaho Elections Division,
330830085,TWIN FALLS,XTF16,XTF16,,440830022,Idaho Elections Division,
330830086,TWIN FALLS,XTF17,XTF17,,440830022,Idaho Elections Division,
330850001,VALLEY,1,1,,440850001,Idaho Elections Division,
330850002,VALLEY,2,2,,440850001,Idaho Elections Division,
330850003,VALLEY,7,7,,440850001,Idaho Elections Division,
330850004,VALLEY,3,3,,440850002,Idaho Elections Division,
330850005,VALLEY,6,6,,440850002,Idaho Elections Division,
330850006,VALLEY,4,4,,440850003,Idaho Elections Division,
330850007,VALLEY,5,5,,440850003,Idaho Elections Division,
330850008,VALLEY,8,8,,440850004,Idaho Elections Division,
330870001,WASHINGTON,8,8,,440870001,Idaho Elections Division,
330870002,WASHINGTON,7,7,,440870002,Idaho Elections Division,
330870003,WASHINGTON,3,3,,440870003,Idaho Elections Division,
330870004,WASHINGTON,6,6,,440870003,Idaho Elections Division,
330870005,WASHINGTON,10,10,,440870004,Idaho Elections Division,
330870006,WASHINGTON,4,4,,440870005,Idaho Elections Division,
330870007,WASHINGTON,5,5,,440870005,Idaho Elections Division,
330870008,WASHINGTON,9,9,,440870005,Idaho Elections Division,
330870009,WASHINGTON,1,1,,440870006,Idaho Elections Division,
330870010,WASHINGTON,2,2,,440870006,Idaho Elections Division,
330870011,WASHINGTON,11,11,,440870006,Idaho Elections Division,
