precinct_id,county,precinct_name,precinct_number,ward,polling_location_ids,source,INTERNAL_notes
330270060,CANYON,33,33,,440270068,Idaho Elections Division,
330270061,CANYON,69-13,69-13,,440270026,Idaho Elections Division,
330270062,CANYON,80-13,80-13,,440270069,Idaho Elections Division,
330270063,CANYON,32,32,,440270070,Idaho Elections Division,
330270064,CANYON,72-13,72-13,,440270071,Idaho Elections Division,
330270065,CANYON,37,37,,440270072,Idaho Elections Division,
330270066,CANYON,81-13,81-13,,440270027,Idaho Elections Division,
330270067,CANYON,25,25,,440270028,Idaho Elections Division,
330270068,CANYON,75-13,75-13,,440270073,Idaho Elections Division,
330270069,CANYON,43,43,,440270074,Idaho Elections Division,
330270070,CANYON,50-12,50-12,,440270029,Idaho Elections Division,
330270071,CANYON,55-12,55-12,,440270029,Idaho Elections Division,
330270072,CANYON,29-11,29-11,,440270030,Idaho Elections Division,
330270073,CANYON,60,60,,440270075,Idaho Elections Division,
330270074,CANYON,3,3,,440270076,Idaho Elections Division,
330270075,CANYON,27-11,27-11,,440270077,Idaho Elections Division,
330270076,CANYON,30-11,30-11,,440270031,Idaho Elections Division,
330270077,CANYON,44,44,,440270032,Idaho Elections Division,
330270078,CANYON,47,47,,440270032,Idaho Elections Division,
330270079,CANYON,48,48,,440270032,Idaho Elections Division,
330270080,CANYON,56-12,56-12,,440270032,Idaho Elections Division,
330270081,CANYON,61-12,61-12,,440270032,Idaho Elections Division,
330270082,CANYON,73-13,73-13,,440270033,Idaho Elections Division,
330270083,CANYON,77-13,77-13,,440270033,Idaho Elections Division,
330270084,CANYON,78-13,78-13,,440270034,Idaho Elections Division,
330270085,CANYON,50,50,,440270078,Idaho Elections Division,
330270086,CANYON,74-13,74-13,,440270035,Idaho Elections Division,
330270087,CANYON,31,31,,440270079,Idaho Elections Division,
330270088,CANYON,70-13,70-13,,440270036,Idaho Elections Division,
330270089,CANYON,41,41,,440270080,Idaho Elections Division,
330270090,CANYON,82-13,82-13,,440270037,Idaho Elections Division,
330270091,CANYON,16-10,16-10,,440270038,Idaho Elections Division,
330270092,CANYON,35,35,,440270081,Idaho Elections Division,
330270093,CANYON,40,40,,440270082,Idaho Elections Division,
330270094,CANYON,57-12,57-12,,440270039,Idaho Elections Division,
330270095,CANYON,28-11,28-11,,440270083,Idaho Elections Division,
330270096,CANYON,59,59,,440270084,Idaho Elections Division,
330270097,CANYON,51-12,51-12,,440270040,Idaho Elections Division,
330270098,CANYON,52,52,,440270085,Idaho Elections Division,
330270099,CANYON,02-09,02-09,,440270041,Idaho Elections Division,
330270100,CANYON,51,51,,440270086,Idaho Elections Division,
330270101,CANYON,1,1,,440270042,Idaho Elections Division,
330270102,CANYON,01-09,01-09,,440270042,Idaho Elections Division,
330270103,CANYON,38-11,38-11,,440270043,Idaho Elections Division,
330270104,CANYON,57,57,,440270087,Idaho Elections Division,
330270105,CANYON,36-11,36-11,,440270044,Idaho Elections Division,
330270106,CANYON,62,62,,440270088,Idaho Elections Division,
330270107,CANYON,37-11,37-11,,440270089,Idaho Elections Division,
330290001,CARIBOU,3,3,,440290001,Idaho Elections Division,
330290002,CARIBOU,10,10,,440290002,Idaho Elections Division,
330290003,CARIBOU,2,2,,440290003,Idaho Elections Division,
330290004,CARIBOU,1,1,,440290004,Idaho Elections Division,
330290005,CARIBOU,205,205,,440290005,Idaho Elections Division,
330290006,CARIBOU,207,207,,440290005,Idaho Elections Division,
330290007,CARIBOU,104,104,,440290006,Idaho Elections Division,
330290008,CARIBOU,106,106,,440290006,Idaho Elections Division,
330290009,CARIBOU,9,9,,440290007,Idaho Elections Division,
330310001,CASSIA,108,108,,440310001,Idaho Elections Division,
330310002,CASSIA,105,105,,440310002,Idaho Elections Division,
330310003,CASSIA,106,106,,440310003,Idaho Elections Division,
330310004,CASSIA,103,103,,440310004,Idaho Elections Division,
330310005,CASSIA,101,101,,440310005,Idaho Elections Division,
330310006,CASSIA,114,114,,440310006,Idaho Elections Division,
330310007,CASSIA,120,120,,440310007,Idaho Elections Division,
330310008,CASSIA,104,104,,440310008,Idaho Elections Division,
330310009,CASSIA,102,102,,440310009,Idaho Elections Division,
330310010,CASSIA,121,121,,440310010,Idaho Elections Division,
330310011,CASSIA,122,122,,440310011,Idaho Elections Division,
330310012,CASSIA,113,113,,440310012,Idaho Elections Division,
330310013,CASSIA,124,124,,440310013,Idaho Elections Division,
330310014,CASSIA,107,107,,440310014,Idaho Elections Division,
330310015,CASSIA,125,125,,440310015,Idaho Elections Division,
330310016,CASSIA,109,109,,440310016,Idaho Elections Division,
330310017,CASSIA,110,110,,440310016,Idaho Elections Division,
330310018,CASSIA,112,112,,440310016,Idaho Elections Division,
330310019,CASSIA,119,119,,440310016,Idaho Elections Division,
330310020,CASSIA,123,123,,440310016,Idaho Elections Division,
330310021,CASSIA,111,111,,440310017,Idaho Elections Division,
330310022,CASSIA,115,115,,440310018,Idaho Elections Division,
330310023,CASSIA,116,116,,440310019,Idaho Elections Division,
330310024,CASSIA,118,118,,440310020,Idaho Elections Division,
330310025,CASSIA,117,117,,440310021,Idaho Elections Division,
330330001,CLARK,1,1,,440330001,Idaho Elections Division,
330330002,CLARK,2,2,,440330002,Idaho Elections Division,
330330003,CLARK,3,3,,440330003,Idaho Elections Division,
330350001,CLEARWATER,11,11,,440350001,Idaho Elections Division,
330350002,CLEARWATER,8,8,,440350002,Idaho Elections Division,
330350003,CLEARWATER,15,15,,440350003,Idaho Elections Division,
330350004,CLEARWATER,13,13,,440350004,Idaho Elections Division,
330350005,CLEARWATER,6,6,,440350005,Idaho Elections Division,
330350006,CLEARWATER,14,14,,440350006,Idaho Elections Division,
330350007,CLEARWATER,7,7,,440350007,Idaho Elections Division,
330350008,CLEARWATER,10,10,,440350008,Idaho Elections Division,
330350009,CLEARWATER,1,1,,440350009,Idaho Elections Division,
330350010,CLEARWATER,2,2,,440350010,Idaho Elections Division,
330350011,CLEARWATER,3,3,,440350011,Idaho Elections Division,
330350012,CLEARWATER,4,4,,440350012,Idaho Elections Division,
330350013,CLEARWATER,5,5,,440350013,Idaho Elections Division,
330350014,CLEARWATER,12,12,,440350014,Idaho Elections Division,
330350015,CLEARWATER,9,9,,440350015,Idaho Elections Division,
330370001,CUSTER,3,3,,440370001,Idaho Elections Division,
330370002,CUSTER,4,4,,440370001,Idaho Elections Division,
330370003,CUSTER,1,1,,440370002,Idaho Elections Division,
330370004,CUSTER,7,7,,440370003,Idaho Elections Division,
330370005,CUSTER,8,8,,440370003,Idaho Elections Division,
330370006,CUSTER,9,9,,440370004,Idaho Elections Division,
330370007,CUSTER,5,5,,440370005,Idaho Elections Division,
330370008,CUSTER,6,6,,440370005,Idaho Elections Division,
330370009,CUSTER,11,11,,440370006,Idaho Elections Division,
330390001,ELMORE,GF #1,GF #1,,440390001,Idaho Elections Division,
330390002,ELMORE,HA #1,HA #1,,440390002,Idaho Elections Division,
330390003,ELMORE,KH #1,KH #1,,440390003,Idaho Elections Division,
330390004,ELMORE,AT #1,AT #1,,440390004,Idaho Elections Division,
330390005,ELMORE,CA #1,CA #1,,440390005,Idaho Elections Division,
330390006,ELMORE,CF #1,CF #1,,440390006,Idaho Elections Division,
330390007,ELMORE,MH #4,MH #4,,440390007,Idaho Elections Division,
330390008,ELMORE,MH #7,MH #7,,440390007,Idaho Elections Division,
330390009,ELMORE,MH #6,MH #6,,440390008,Idaho Elections Division,
330390010,ELMORE,MH #9,MH #9,,440390008,Idaho Elections Division,
330390011,ELMORE,MH #5,MH #5,,440390009,Idaho Elections Division,
330390012,ELMORE,MH #2,MH #2,,440390010,Idaho Elections Division,
330390013,ELMORE,MH #3,MH #3,,440390010,Idaho Elections Division,
330390014,ELMORE,MH #1,MH #1,,440390011,Idaho Elections Division,
330390015,ELMORE,MH #8,MH #8,,440390011,Idaho Elections Division,
330390016,ELMORE,MF #1,MF #1,,440390012,Idaho Elections Division,
330390017,ELMORE,PI #1,PI #1,,440390013,Idaho Elections Division,
330390018,ELMORE,PR #1,PR #1,,440390014,Idaho Elections Division,
330410001,FRANKLIN,7,7,,440410001,Idaho Elections Division,
330410002,FRANKLIN,8,8,,440410002,Idaho Elections Division,
330410003,FRANKLIN,10,10,,440410003,Idaho Elections Division,
330410004,FRANKLIN,17,17,,440410004,Idaho Elections Division,
330410005,FRANKLIN,9,9,,440410005,Idaho Elections Division,
330410006,FRANKLIN,5,5,,440410006,Idaho Elections Division,
330410007,FRANKLIN,11,11,,440410007,Idaho Elections Division,
330410008,FRANKLIN,12,12,,440410008,Idaho Elections Division,
330410009,FRANKLIN,1,1,,440410009,Idaho Elections Division,
330410010,FRANKLIN,4,4,,440410010,Idaho Elections Division,
330410011,FRANKLIN,14,14,,440410011,Idaho Elections Division,
330410012,FRANKLIN,3,3,,440410012,Idaho Elections Division,
330410013,FRANKLIN,2,2,,440410013,Idaho Elections Division,
330410014,FRANKLIN,16,16,,440410014,Idaho Elections Division,
330410015,FRANKLIN,6,6,,440410015,Idaho Elections Division,
330410016,FRANKLIN,13,13,,440410016,Idaho Elections Division,
330410017,FRANKLIN,15,15,,440410017,Idaho Elections Division,
330430001,FREMONT,4,4,,440430001,Idaho Elections Division,
330430002,FREMONT,6,6,,440430001,Idaho Elections Division,
330430003,FREMONT,5,5,,440430002,Idaho Elections Division,
330430004,FREMONT,1,1,,440430003,Idaho Elections Division,
330430005,FREMONT,13,13,,440430004,Idaho Elections Division,
330430006,FREMONT,3,3,,440430005,Idaho Elections Division,
330430007,FREMONT,14,14,,440430006,Idaho Elections Division,
330430008,FREMONT,2,2,,440430007,Idaho Elections Division,
330430009,FREMONT,7,7,,440430008,Idaho Elections Division,
330430010,FREMONT,8,8,,440430009,Idaho Elections Division,
330430011,FREMONT,9,9,,440430009,Idaho Elections Division,
330430012,FREMONT,10,10,,440430009,Idaho Elections Division,
330430013,FREMONT,11,11,,440430010,Idaho Elections Division,
330430014,FREMONT,12,12,,440430011,Idaho Elections Division,
330450001,GEM,05-WE,05-WE,,440450001,Idaho Elections Division,
330450002,GEM,06-EM,06-EM,,440450001,Idaho Elections Division,
330450003,GEM,02-NE,02-NE,,440450002,Idaho Elections Division,
330450004,GEM,01-CE,01-CE,,440450003,Idaho Elections Division,
330450005,GEM,03-BV,03-BV,,440450004,Idaho Elections Division,
330450006,GEM,14-AB,14-AB,,440450005,Idaho Elections Division,
330450007,GEM,04-SE,04-SE,,440450006,Idaho Elections Division,
330450008,GEM,07-LN,07-LN,,440450007,Idaho Elections Division,
330450009,GEM,10-BK,10-BK,,440450008,Idaho Elections Division,
330450010,GEM,11-BN,11-BN,,440450008,Idaho Elections Division,
330450011,GEM,08-LT,08-LT,,440450009,Idaho Elections Division,
330450012,GEM,09-HN,09-HN,,440450009,Idaho Elections Division,
330450013,GEM,13-OL,13-OL,,440450010,Idaho Elections Division,
330450014,GEM,12-SW,12-SW,,440450011,Idaho Elections Division,
330470001,GOODING,P7,P7,,440470001,Idaho Elections Division,
330470002,GOODING,P6,P6,,440470002,Idaho Elections Division,
330470003,GOODING,P2,P2,,440470003,Idaho Elections Division,
330470004,GOODING,P3,P3,,440470004,Idaho Elections Division,
330470005,GOODING,P4,P4,,440470005,Idaho Elections Division,
330470006,GOODING,P5,P5,,440470006,Idaho Elections Division,
330490001,IDAHO,28,28,,440490001,Idaho Elections Division,
330490002,IDAHO,2,2,,440490002,Idaho Elections Division,
330490003,IDAHO,3,3,,440490003,Idaho Elections Division,
330490004,IDAHO,4,4,,440490003,Idaho Elections Division,
330490005,IDAHO,5,5,,440490004,Idaho Elections Division,
330490006,IDAHO,6,6,,440490005,Idaho Elections Division,
330490007,IDAHO,7,7,,440490006,Idaho Elections Division,
330490008,IDAHO,10,10,,440490007,Idaho Elections Division,
330490009,IDAHO,11,11,,440490008,Idaho Elections Division,
330490010,IDAHO,12,12,,440490009,Idaho Elections Division,
330490011,IDAHO,13,13,,440490010,Idaho Elections Division,
330490012,IDAHO,14,14,,440490011,Idaho Elections Division,
330490013,IDAHO,16,16,,440490012,Idaho Elections Division,
330490014,IDAHO,20,20,,440490013,Idaho Elections Division,
330490015,IDAHO,23,23,,440490014,Idaho Elections Division,
330490016,IDAHO,8,8,,440490015,Idaho Elections Division,
330490017,IDAHO,15,15,,440490016,Idaho Elections Division,
330490018,IDAHO,9,9,,440490017,Idaho Elections Division,
330490019,IDAHO,17,17,,440490018,Idaho Elections Division,
330490020,IDAHO,18,18,,440490019,Idaho Elections Division,
330490021,IDAHO,19,19,,440490020,Idaho Elections Division,
330490022,IDAHO,21,21,,440490021,Idaho Elections Division,
330490023,IDAHO,22,22,,440490022,Idaho Elections Division,
330490024,IDAHO,24,24,,440490023,Idaho Elections Division,
330490025,IDAHO,25,25,,440490024,Idaho Elections Division,
330490026,IDAHO,26,26,,440490025,Idaho Elections Division,
330510001,JEFFERSON,5,5,,440510001,Idaho Elections Division,
330510002,JEFFERSON,1,1,,440510002,Idaho Elections Division,
330510003,JEFFERSON,7,7,,440510003,Idaho Elections Division,
330510004,JEFFERSON,9,9,,440510004,Idaho Elections Division,
330510005,JEFFERSON,10,10,,440510005,Idaho Elections Division,
330510006,JEFFERSON,2,2,,440510006,Idaho Elections Division,
330510007,JEFFERSON,3,3,,440510007,Idaho Elections Division,
330510008,JEFFERSON,4,4,,440510008,Idaho Elections Division,
330510009,JEFFERSON,6,6,,440510009,Idaho Elections Division,
330510010,JEFFERSON,8,8,,440510010,Idaho Elections Division,
330510011,JEFFERSON,11,11,,440510011,Idaho Elections Division,
330510012,JEFFERSON,12,12,,440510012,Idaho Elections Division,
330510013,JEFFERSON,13,13,,440510013,Idaho Elections Division,
330510014,JEFFERSON,14,14,,440510014,Idaho Elections Division,
330510015,JEFFERSON,15,15,,440510015,Idaho Elections Division,
330510016,JEFFERSON,16,16,,440510016,Idaho Elections Division,
330510017,JEFFERSON,17,17,,440510017,Idaho Elections Division,
330530001,JEROME,3,3,,440530001,Idaho Elections Division,
330530002,JEROME,5,5,,440530002,Idaho Elections Division,
330530003,JEROME,4,4,,440530003,Idaho Elections Division,
330530004,JEROME,1,1,,440530004,Idaho Elections Division,
330530005,JEROME,8,8,,440530005,Idaho Elections Division,
330530006,JEROME,6,6,,440530006,Idaho Elections Division,
330530007,JEROME,2,2,,440530007,Idaho Elections Division,
330530008,JEROME,7,7,,440530008,Idaho Elections Division,
330530009,JEROME,10,10,,440530008,Idaho Elections Division,
330530010,JEROME,9,9,,440530009,Idaho Elections Division,
330550001,KOOTENAI,3,3,,440550001,Idaho Elections Division,
330550002,KOOTENAI,4,4,,440550002,Idaho Elections Division,
330550003,KOOTENAI,68,68,,440550003,Idaho Elections Division,
330550004,KOOTENAI,56,56,,440550004,Idaho Elections Division,
330550005,KOOTENAI,57,57,,440550004,Idaho Elections Division,
330550006,KOOTENAI,65,65,,440550005,Idaho Elections Division,
330550007,KOOTENAI,38,38,,440550006,Idaho Elections Division,
330550008,KOOTENAI,40,40,,440550006,Idaho Elections Division,
330550009,KOOTENAI,52,52,,440550007,Idaho Elections Division,
330550010,KOOTENAI,61,61,,440550008,Idaho Elections Division,
330550011,KOOTENAI,46,46,,440550009,Idaho Elections Division,
330550012,KOOTENAI,47,47,,440550009,Idaho Elections Division,
330550013,KOOTENAI,50,50,,440550010,Idaho Elections Division,
330550014,KOOTENAI,60,60,,440550011,Idaho Elections Division,
330550015,KOOTENAI,62,62,,440550011,Idaho Elections Division,
330550016,KOOTENAI,44,44,,440550012,Idaho Elections Division,
330550017,KOOTENAI,43,43,,440550013,Idaho Elections Division,
330550018,KOOTENAI,66,66,,440550014,Idaho Elections Division,
330550019,KOOTENAI,42,42,,440550015,Idaho Elections Division,
330550020,KOOTENAI,45,45,,440550016,Idaho Elections Division,
330550021,KOOTENAI,51,51,,440550017,Idaho Elections Division,
330550022,KOOTENAI,53,53,,440550017,Idaho Elections Division,
330550023,KOOTENAI,39,39,,440550018,Idaho Elections Division,
330550024,KOOTENAI,58,58,,440550019,Idaho Elections Division,
330550025,KOOTENAI,48,48,,440550020,Idaho Elections Division,
330550026,KOOTENAI,49,49,,440550020,Idaho Elections Division,
330550027,KOOTENAI,59,59,,440550021,Idaho Elections Division,
330550028,KOOTENAI,54,54,,440550022,Idaho Elections Division,
330550029,KOOTENAI,55,55,,440550022,Idaho Elections Division,
330550030,KOOTENAI,22,22,,440550023,Idaho Elections Division,
330550031,KOOTENAI,41,41,,440550023,Idaho Elections Division,
330550032,KOOTENAI,67,67,,440550024,Idaho Elections Division,
330550033,KOOTENAI,70,70,,440550025,Idaho Elections Division,
330550034,KOOTENAI,7,7,,440550026,Idaho Elections Division,
330550035,KOOTENAI,20,20,,440550027,Idaho Elections Division,
330550036,KOOTENAI,14,14,,440550028,Idaho Elections Division,
330550037,KOOTENAI,13,13,,440550029,Idaho Elections Division,
330550038,KOOTENAI,15,15,,440550029,Idaho Elections Division,
330550039,KOOTENAI,21,21,,440550030,Idaho Elections Division,
330550040,KOOTENAI,19,19,,440550031,Idaho Elections Division,
330550041,KOOTENAI,17,17,,440550032,Idaho Elections Division,
330550042,KOOTENAI,16,16,,440550033,Idaho Elections Division,
330550043,KOOTENAI,24,24,,440550034,Idaho Elections Division,
330550044,KOOTENAI,29,29,,440550035,Idaho Elections Division,
330550045,KOOTENAI,30,30,,440550036,Idaho Elections Division,
330550046,KOOTENAI,25,25,,440550037,Idaho Elections Division,
330550047,KOOTENAI,23,23,,440550038,Idaho Elections Division,
330550048,KOOTENAI,37,37,,440550039,Idaho Elections Division,
330550049,KOOTENAI,8,8,,440550040,Idaho Elections Division,
330550050,KOOTENAI,63,63,,440550041,Idaho Elections Division,
330550051,KOOTENAI,33,33,,440550042,Idaho Elections Division,
330550052,KOOTENAI,34,34,,440550042,Idaho Elections Division,
330550053,KOOTENAI,64,64,,440550043,Idaho Elections Division,
330550054,KOOTENAI,31,31,,440550044,Idaho Elections Division,
330550055,KOOTENAI,32,32,,440550045,Idaho Elections Division,
330550056,KOOTENAI,27,27,,440550046,Idaho Elections Division,
330550057,KOOTENAI,28,28,,440550046,Idaho Elections Division,
330550058,KOOTENAI,35,35,,440550047,Idaho Elections Division,
330550059,KOOTENAI,36,36,,440550047,Idaho Elections Division,
330550060,KOOTENAI,26,26,,440550048,Idaho Elections Division,
330550061,KOOTENAI,11,11,,440550049,Idaho Elections Division,
330550062,KOOTENAI,6,6,,440550050,Idaho Elections Division,
330550063,KOOTENAI,9,9,,440550051,Idaho Elections Division,
330550064,KOOTENAI,12,12,,440550052,Idaho Elections Division,
330550065,KOOTENAI,18,18,,440550053,Idaho Elections Division,
330550066,KOOTENAI,10,10,,440550054,Idaho Elections Division,
330550067,KOOTENAI,5,5,,440550055,Idaho Elections Division,
330550068,KOOTENAI,1,1,,440550056,Idaho Elections Division,
330550069,KOOTENAI,2,2,,440550057,Idaho Elections Division,
330550070,KOOTENAI,69,69,,440550058,Idaho Elections Division,
330570001,LATAH,32BOV,32BOV,,440570001,Idaho Elections Division,
330570002,LATAH,19DEA,19DEA,,440570002,Idaho Elections Division,
330570003,LATAH,21GEN,21GEN,,440570003,Idaho Elections Division,
330570004,LATAH,22HAR,22HAR,,440570004,Idaho Elections Division,
330570005,LATAH,23JUL,23JUL,,440570005,Idaho Elections Division,
330570006,LATAH,24KEN,24KEN,,440570006,Idaho Elections Division,
330570007,LATAH,ALT,ALT,,440570007,Idaho Elections Division,
330570008,LATAH,GRADE10,GRADE10,,440570008,Idaho Elections Division,
330570009,LATAH,GRADE11,GRADE11,,440570009,Idaho Elections Division,
330570010,LATAH,GRADE12,GRADE12,,440570010,Idaho Elections Division,
330570011,LATAH,01MOS,01MOS,,440570011,Idaho Elections Division,
330570012,LATAH,02MOS,02MOS,,440570011,Idaho Elections Division,
330570013,LATAH,08MOS,08MOS,,440570011,Idaho Elections Division,
330570014,LATAH,13MOS,13MOS,,440570011,Idaho Elections Division,
330570015,LATAH,16MOS,16MOS,,440570011,Idaho Elections Division,
330570016,LATAH,18MOS,18MOS,,440570011,Idaho Elections Division,
330570017,LATAH,03MOS,03MOS,,440570012,Idaho Elections Division,
330570018,LATAH,04MOS,04MOS,,440570012,Idaho Elections Division,
330570019,LATAH,05MOS,05MOS,,440570012,Idaho Elections Division,
330570020,LATAH,06MOS,06MOS,,440570012,Idaho Elections Division,
330570021,LATAH,07MOS,07MOS,,440570012,Idaho Elections Division,
330570022,LATAH,09MOS,09MOS,,440570012,Idaho Elections Division,
330570023,LATAH,10MOS,10MOS,,440570012,Idaho Elections Division,
330570024,LATAH,11MOS,11MOS,,440570012,Idaho Elections Division,
330570025,LATAH,12MOS,12MOS,,440570012,Idaho Elections Division,
330570026,LATAH,14MOS,14MOS,,440570012,Idaho Elections Division,
330570027,LATAH,15MOS,15MOS,,440570012,Idaho Elections Division,
330570028,LATAH,17MOS,17MOS,,440570012,Idaho Elections Division,
330570029,LATAH,20FAR,20FAR,,440570013,Idaho Elections Division,
330570030,LATAH,25LIN,25LIN,,440570014,Idaho Elections Division,
330570031,LATAH,35ABS,35ABS,,440570015,Idaho Elections Division,
330570032,LATAH,PRIVATE,PRIVATE,,440570016,Idaho Elections Division,
330570033,LATAH,31COR,31COR,,440570017,Idaho Elections Division,
330570034,LATAH,27POT,27POT,,440570018,Idaho Elections Division,
330570035,LATAH,26PAL,26PAL,,440570019,Idaho Elections Division,
330570036,LATAH,28PRI,28PRI,,440570020,Idaho Elections Division,
330570037,LATAH,29TRO,29TRO,,440570021,Idaho Elections Division,
330570038,LATAH,30VIO,30VIO,,440570022,Idaho Elections Division,
330590001,LEMHI,9,9,,440590001,Idaho Elections Division,
330590002,LEMHI,7,7,,440590002,Idaho Elections Division,
330590003,LEMHI,4,4,,440590003,Idaho Elections Division,
330590004,LEMHI,1,1,,440590004,Idaho Elections Division,
330590005,LEMHI,3,3,,440590005,Idaho Elections Division,
330590006,LEMHI,6,6,,440590006,Idaho Elections Division,
330590007,LEMHI,2,2,,440590007,Idaho Elections Division,
330590008,LEMHI,5,5,,440590008,Idaho Elections Division,
330590009,LEMHI,8,8,,440590009,Idaho Elections Division,
330610001,LEWIS,4,4,,440610001,Idaho Elections Division,
330610002,LEWIS,2,2,,440610002,Idaho Elections Division,
330610003,LEWIS,3,3,,440610003,Idaho Elections Division,
330610004,LEWIS,1,1,,440610004,Idaho Elections Division,
330610005,LEWIS,7,7,,440610005,Idaho Elections Division,
330610006,LEWIS,6,6,,440610006,Idaho Elections Division,
330610007,LEWIS,8,8,,440610007,Idaho Elections Division,
330610008,LEWIS,5,5,,440610008,Idaho Elections Division,
330630001,LINCOLN,4,4,,440630001,Idaho Elections Division,
330630002,LINCOLN,5,5,,440630002,Idaho Elections Division,
330630003,LINCOLN,1,1,,440630003,Idaho Elections Division,
330630004,LINCOLN,2,2,,440630003,Idaho Elections Division,
330630005,LINCOLN,6,6,,440630004,Idaho Elections Division,
330630006,LINCOLN,3,3,,440630005,Idaho Elections Division,
330650001,MADISON,7,7,,440650001,Idaho Elections Division,
330650002,MADISON,19,19,,440650002,Idaho Elections Division,
330650003,MADISON,2,2,,440650003,Idaho Elections Division,
330650004,MADISON,13,13,,440650004,Idaho Elections Division,
330650005,MADISON,14,14,,440650005,Idaho Elections Division,
330650006,MADISON,3,3,,440650006,Idaho Elections Division,
330650007,MADISON,9,9,,440650007,Idaho Elections Division,
330650008,MADISON,16,16,,440650008,Idaho Elections Division,
330650009,MADISON,20,20,,440650009,Idaho Elections Division,
330650010,MADISON,15,15,,440650010,Idaho Elections Division,
330650011,MADISON,1,1,,440650011,Idaho Elections Division,
330650012,MADISON,11,11,,440650012,Idaho Elections Division,
330650013,MADISON,4,4,,440650013,Idaho Elections Division,
330650014,MADISON,10,10,,440650014,Idaho Elections Division,
330650015,MADISON,12,12,,440650014,Idaho Elections Division,
330650016,MADISON,18,18,,440650015,Idaho Elections Division,
330650017,MADISON,8,8,,440650016,Idaho Elections Division,
330650018,MADISON,5,5,,440650017,Idaho Elections Division,
330650019,MADISON,6,6,,440650018,Idaho Elections Division,
330650020,MADISON,17,17,,440650019,Idaho Elections Division,
330670001,MINIDOKA,1,1,,440670001,Idaho Elections Division,
330670002,MINIDOKA,2,2,,440670002,Idaho Elections Division,
330670003,MINIDOKA,3,3,,440670003,Idaho Elections Division,
330670004,MINIDOKA,4,4,,440670004,Idaho Elections Division,
330670005,MINIDOKA,5,5,,440670005,Idaho Elections Division,
330670006,MINIDOKA,6,6,,440670006,Idaho Elections Division,
330670007,MINIDOKA,7,7,,440670007,Idaho Elections Division,
330670008,MINIDOKA,8,8,,440670008,Idaho Elections Division,
330670009,MINIDOKA,9,9,,440670009,Idaho Elections Division,
330670010,MINIDOKA,10,10,,440670010,Idaho Elections Division,
330670011,MINIDOKA,11,11,,440670011,Idaho Elections Division,
330690001,NEZ PERCE,31,31,,440690001,Idaho Elections Division,
330690002,NEZ PERCE,27,27,,440690002,Idaho Elections Division,
330690003,NEZ PERCE,26,26,,440690003,Idaho Elections Division,
330690004,NEZ PERCE,32,32,,440690003,Idaho Elections Division,
330690005,NEZ PERCE,30,30,,440690004,Idaho Elections Division,
330690006,NEZ PERCE,28,28,,440690005,Idaho Elections Division,
330690007,NEZ PERCE,1,1,,440690006,Idaho Elections Division,
330690008,NEZ PERCE,2,2,,440690006,Idaho Elections Division,
330690009,NEZ PERCE,24,24,,440690006,Idaho Elections Division,
330690010,NEZ PERCE,6,6,,440690007,Idaho Elections Division,
330690011,NEZ PERCE,4,4,,440690008,Idaho Elections Division,
330690012,NEZ PERCE,7,7,,440690008,Idaho Elections Division,
330690013,NEZ PERCE,23,23,,440690009,Idaho Elections Division,
330690014,NEZ PERCE,10,10,,440690010,Idaho Elections Division,
330690015,NEZ PERCE,11,11,,440690010,Idaho Elections Division,
330690016,NEZ PERCE,12,12,,440690010,Idaho Elections Division,
330690017,NEZ PERCE,13,13,,440690010,Idaho Elections Division,
330690018,NEZ PERCE,14,14,,440690010,Idaho Elections Division,
330690019,NEZ PERCE,15,15,,440690010,Idaho Elections Division,
330690020,NEZ PERCE,16,16,,440690010,Idaho Elections Division,
330690021,NEZ PERCE,17,17,,440690010,Idaho Elections Division,
330690022,NEZ PERCE,18,18,,440690010,Idaho Elections Division,
330690023,NEZ PERCE,19,19,,440690010,Idaho Elections Division,
330690024,NEZ PERCE,20,20,,440690010,Idaho Elections Division,
330690025,NEZ PERCE,21,21,,440690010,Idaho Elections Division,
330690026,NEZ PERCE,22,22,,440690010,Idaho Elections Division,
330690027,NEZ PERCE,25,25,,440690010,Idaho Elections Division,
330690028,NEZ PERCE,5,5,,440690011,Idaho Elections Division,
330690029,NEZ PERCE,9,9,,440690011,Idaho Elections Division,
330690030,NEZ PERCE,3,3,,440690012,Idaho Elections Division,
330690031,NEZ PERCE,8,8,,440690013,Idaho Elections Division,
330690032,NEZ PERCE,29,29,,440690014,Idaho Elections Division,
330710001,ONEIDA,7,7,,440710001,Idaho Elections Division,
330710002,ONEIDA,5,5,,440710002,Idaho Elections Division,
330710003,ONEIDA,6,6,,440710003,Idaho Elections Division,
330710004,ONEIDA,1,1,,440710004,Idaho Elections Division,
330710005,ONEIDA,2,2,,440710005,Idaho Elections Division,
330710006,ONEIDA,3,3,,440710006,Idaho Elections Division,
330710007,ONEIDA,4,4,,440710007,Idaho Elections Division,
330730001,OWYHEE,10,10,,440730001,Idaho Elections Division,
330730002,OWYHEE,9,9,,440730002,Idaho Elections Division,
330730003,OWYHEE,1,1,,440730003,Idaho Elections Division,
330730004,OWYHEE,2,2,,440730004,Idaho Elections Division,
330730005,OWYHEE,3,3,,440730005,Idaho Elections Division,
330730006,OWYHEE,4,4,,440730006,Idaho Elections Division,
330730007,OWYHEE,6,6,,440730007,Idaho Elections Division,
